id,justificacion,caracteristica
3397,"Se clasifica como Efectividad porque ""Usuario no logra agendar tras 2 intentos"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3628,"Se clasifica como Cobertura de Contexto porque ""El boton de teleconsulta no redirige correctamente a la videollamada"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3842,"Se clasifica como Libertad de Riesgo porque ""Receta electronica se genera con la dosis incorrecta tras guardar"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1847,"Se clasifica como Efectividad porque ""El reporte de ocupacion hospitalaria no se actualiza automaticamente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2562,"Se clasifica como Satisfaccion porque ""Formulario confuso, abandono de registro antes de completar la cita"" evidencia confusion, frustracion o abandono y reduce la disposicion de uso.",Satisfaccion
2957,"Se clasifica como Efectividad porque ""Orden medica no se sincroniza con el modulo de farmacia"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3320,"Se clasifica como Libertad de Riesgo porque ""Nota de credito no se aplica al saldo pendiente del paciente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1050,"Se clasifica como Efectividad porque ""Receta electronica llega incompleta desde el modulo de HCE"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1708,"Se clasifica como Efectividad porque ""Factura generada con el nombre del paciente incorrecto"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2169,"Se clasifica como Libertad de Riesgo porque ""Reintento de transaccion genera doble cobro en la tarjeta"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
2421,"Se clasifica como Libertad de Riesgo porque ""El sistema bloquea la dispensacion sin mostrar el motivo"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
2583,"Se clasifica como Efectividad porque ""El sistema no envia la confirmacion por correo electronico"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2589,"Se clasifica como Cobertura de Contexto porque ""Consumo elevado de datos moviles al abrir el modulo de citas"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
2687,"Se clasifica como Efectividad porque ""La aplicacion se cierra inesperadamente al abrir resultados de laboratorio"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3471,"Se clasifica como Efectividad porque ""Consulta anterior no se muestra en el resumen de antecedentes"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1005,"Se clasifica como Libertad de Riesgo porque ""Datos de otro paciente visibles brevemente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1042,"Se clasifica como Efectividad porque ""El sistema no envia la confirmacion por correo electronico"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1747,"Se clasifica como Eficiencia porque ""Tiempo de carga de la ficha clinica supera los 31s en horas pico"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2311,"Se clasifica como Eficiencia porque ""El sistema se congela al adjuntar resultados de laboratorio a la HCE"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2430,"Se clasifica como Cobertura de Contexto porque ""Consumo elevado de datos moviles al abrir el modulo de citas"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
2433,"Se clasifica como Efectividad porque ""Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2714,"Se clasifica como Libertad de Riesgo porque ""Factura duplicada al reintentar pago"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3236,"Se clasifica como Efectividad porque ""Doble reserva de un mismo cupo por dos pacientes distintos"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3712,"Se clasifica como Eficiencia porque ""Notificacion de inicio de teleconsulta llega con retraso de 10s"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
3820,"Se clasifica como Efectividad porque ""El reporte de ocupacion hospitalaria no se actualiza automaticamente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1236,"Se clasifica como Efectividad porque ""Usuario no logra agendar tras 2 intentos"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1362,"Se clasifica como Efectividad porque ""El pago del bono de consulta no se refleja tras completarlo"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1427,"Se clasifica como Satisfaccion porque ""Notificaciones push no llegan pese a estar activadas"" evidencia confusion, frustracion o abandono y reduce la disposicion de uso.",Satisfaccion
1722,"Se clasifica como Efectividad porque ""Orden de laboratorio duplicada tras reintentar el envio"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1888,"Se clasifica como Efectividad porque ""Usuario no logra agendar tras 3 intentos"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2139,"Se clasifica como Satisfaccion porque ""Formulario confuso, abandono de registro antes de completar la cita"" evidencia confusion, frustracion o abandono y reduce la disposicion de uso.",Satisfaccion
2225,"Se clasifica como Efectividad porque ""Perdida de la nota de evolucion tras un cierre inesperado de sesion"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2456,"Se clasifica como Efectividad porque ""Las imagenes de rayos X no cargan en el visor DICOM"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2608,"Se clasifica como Efectividad porque ""Error al registrar la dispensacion de un medicamento controlado"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2650,"Se clasifica como Efectividad porque ""El informe radiologico no se adjunta automaticamente a la HCE"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2688,"Se clasifica como Cobertura de Contexto porque ""Boton de confirmar cita no responde en dispositivos moviles"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3231,"Se clasifica como Efectividad porque ""Cancelacion de cita no libera el cupo en el calendario"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3975,"Se clasifica como Libertad de Riesgo porque ""Datos de otro paciente visibles brevemente al abrir un expediente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1336,"Se clasifica como Cobertura de Contexto porque ""El inicio de sesion con biometria falla de forma intermitente"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
1504,"Se clasifica como Efectividad porque ""Reembolso aprobado no se refleja en el estado de cuenta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2157,"Se clasifica como Cobertura de Contexto porque ""Consumo elevado de datos moviles al abrir el modulo de citas"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
2226,"Se clasifica como Efectividad porque ""Reembolso aprobado no se refleja en el estado de cuenta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2412,"Se clasifica como Eficiencia porque ""Nota de evolucion tarda 18s en guardarse"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2505,"Se clasifica como Efectividad porque ""El dashboard de indicadores no refleja los datos del ultimo cierre"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2824,"Se clasifica como Libertad de Riesgo porque ""Receta electronica se genera con la dosis incorrecta tras guardar"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
2864,"Se clasifica como Efectividad porque ""Cancelacion de cita no libera el cupo en el calendario"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3043,"Se clasifica como Efectividad porque ""El modulo de facturacion se cae durante el cierre de caja"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3662,"Se clasifica como Libertad de Riesgo porque ""Historial de alergias no carga al abrir la ficha del paciente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3968,"Se clasifica como Efectividad porque ""El pago del bono de consulta no se refleja tras completarlo"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2220,"Se clasifica como Efectividad porque ""El campo de diagnostico CIE-10 no permite busqueda por texto"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2882,"Se clasifica como Efectividad porque ""Orden de laboratorio duplicada tras reintentar el envio"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3024,"Se clasifica como Efectividad porque ""Orden medica no se sincroniza con el modulo de farmacia"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3782,"Se clasifica como Efectividad porque ""El informe radiologico no se adjunta automaticamente a la HCE"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3929,"Se clasifica como Cobertura de Contexto porque ""Version desactualizada del app impide iniciar sesion"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
1753,"Se clasifica como Efectividad porque ""El chat de la consulta no permite enviar imagenes"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2338,"Se clasifica como Eficiencia porque ""Tiempo de respuesta del modulo de farmacia supera los 31s"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2704,"Se clasifica como Satisfaccion porque ""Formulario confuso, abandono de registro antes de completar la cita"" evidencia confusion, frustracion o abandono y reduce la disposicion de uso.",Satisfaccion
2814,"Se clasifica como Cobertura de Contexto porque ""Version desactualizada del app impide iniciar sesion"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3057,"Se clasifica como Efectividad porque ""Duplicado de historia clinica al registrar un paciente ya existente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3126,"Se clasifica como Cobertura de Contexto porque ""Videollamada se corta a los 5 minutos"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3202,"Se clasifica como Efectividad porque ""La aplicacion se cierra inesperadamente al abrir resultados de laboratorio"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3747,"Se clasifica como Satisfaccion porque ""Formulario confuso, abandono de registro antes de completar la cita"" evidencia confusion, frustracion o abandono y reduce la disposicion de uso.",Satisfaccion
3885,"Se clasifica como Efectividad porque ""Alerta de vencimiento de lote no se muestra en el modulo"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1097,"Se clasifica como Efectividad porque ""Signos vitales registrados por enfermeria no aparecen en la HCE del medico"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1465,"Se clasifica como Cobertura de Contexto porque ""Tiempo de carga de estudios de imagen supera los 20s"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
2049,"Se clasifica como Efectividad porque ""Cita agendada no aparece reflejada en el calendario del especialista"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2954,"Se clasifica como Eficiencia porque ""Nota de evolucion tarda 27s en guardarse"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
3175,"Se clasifica como Libertad de Riesgo porque ""El sistema bloquea la dispensacion sin mostrar el motivo"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3577,"Se clasifica como Efectividad porque ""Consulta anterior no se muestra en el resumen de antecedentes"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1054,"Se clasifica como Efectividad porque ""Notificacion de recordatorio de cita llega con la fecha incorrecta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1867,"Se clasifica como Efectividad porque ""Doble reserva de un mismo cupo por dos pacientes distintos"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3164,"Se clasifica como Efectividad porque ""Error al registrar la dispensacion de un medicamento controlado"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3915,"Se clasifica como Efectividad porque ""Factura generada con el nombre del paciente incorrecto"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1884,"Se clasifica como Efectividad porque ""Orden medica no se sincroniza con el modulo de farmacia"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2323,"Se clasifica como Eficiencia porque ""Tiempo de carga de la ficha clinica supera los 14s en horas pico"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2481,"Se clasifica como Eficiencia porque ""Tiempo de espera en el portal supera los 30s en horas pico"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2655,"Se clasifica como Efectividad porque ""Filtro de especialidad medica no devuelve resultados"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3006,"Se clasifica como Efectividad porque ""El sistema no permite anular una factura emitida por error"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3097,"Se clasifica como Efectividad porque ""El campo de diagnostico CIE-10 no permite busqueda por texto"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3523,"Se clasifica como Efectividad porque ""Grabacion de la consulta no se almacena correctamente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3938,"Se clasifica como Efectividad porque ""Firma electronica del medico no se valida al cerrar la consulta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3989,"Se clasifica como Efectividad porque ""Grabacion de la consulta no se almacena correctamente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3998,"Se clasifica como Eficiencia porque ""Nota de evolucion tarda 21s en guardarse"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
1002,"Se clasifica como Efectividad porque ""Usuario no logra agendar tras 3 intentos"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1487,"Se clasifica como Efectividad porque ""Las imagenes de rayos X no cargan en el visor DICOM"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1941,"Se clasifica como Libertad de Riesgo porque ""Alerta de interaccion medicamentosa no se despliega correctamente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
2088,"Se clasifica como Efectividad porque ""El campo de diagnostico CIE-10 no permite busqueda por texto"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2265,"Se clasifica como Efectividad porque ""Resultado de examen de laboratorio no se sincroniza con la HCE"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2295,"Se clasifica como Cobertura de Contexto porque ""Boton de confirmar cita no responde en dispositivos moviles"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
2805,"Se clasifica como Efectividad porque ""El informe radiologico no se adjunta automaticamente a la HCE"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3229,"Se clasifica como Libertad de Riesgo porque ""Historial de alergias no carga al abrir la ficha del paciente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3407,"Se clasifica como Cobertura de Contexto porque ""Discrepancia entre el monto facturado y el detalle de servicios"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3424,"Se clasifica como Libertad de Riesgo porque ""Datos de otro paciente visibles brevemente al abrir un expediente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3535,"Se clasifica como Libertad de Riesgo porque ""Datos de otro paciente visibles brevemente al abrir un expediente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3979,"Se clasifica como Cobertura de Contexto porque ""Boton de confirmar cita no responde en dispositivos moviles"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
1208,"Se clasifica como Libertad de Riesgo porque ""Factura duplicada al reintentar pago"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1723,"Se clasifica como Satisfaccion porque ""Calidad de video muy baja pese a tener buena conexion a internet"" evidencia confusion, frustracion o abandono y reduce la disposicion de uso.",Satisfaccion
1789,"Se clasifica como Efectividad porque ""Exportacion a Excel del reporte gerencial falla de forma intermitente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1934,"Se clasifica como Efectividad porque ""Grabacion de la consulta no se almacena correctamente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2779,"Se clasifica como Eficiencia porque ""Notificacion de inicio de teleconsulta llega con retraso de 28s"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2783,"Se clasifica como Libertad de Riesgo porque ""Historial de alergias no carga al abrir la ficha del paciente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3788,"Se clasifica como Eficiencia porque ""Tiempo de espera en el portal supera los 27s en horas pico"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
1492,"Se clasifica como Cobertura de Contexto porque ""El sistema no permite adjuntar imagenes de heridas desde la tablet"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
1873,"Se clasifica como Efectividad porque ""Error al registrar la dispensacion de un medicamento controlado"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2021,"Se clasifica como Efectividad porque ""Consulta anterior no se muestra en el resumen de antecedentes"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2115,"Se clasifica como Efectividad porque ""Alerta de vencimiento de lote no se muestra en el modulo"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2174,"Se clasifica como Efectividad porque ""Usuario no logra agendar tras 2 intentos"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2193,"Se clasifica como Eficiencia porque ""Tiempo de carga de la ficha clinica supera los 32s en horas pico"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2652,"Se clasifica como Efectividad porque ""El reporte de ocupacion hospitalaria no se actualiza automaticamente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2793,"Se clasifica como Libertad de Riesgo porque ""Receta electronica se genera con la dosis incorrecta tras guardar"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3189,"Se clasifica como Eficiencia porque ""Retraso de 13s en la disponibilidad de resultados criticos"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
3289,"Se clasifica como Cobertura de Contexto porque ""Audio desincronizado durante la teleconsulta"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3329,"Se clasifica como Efectividad porque ""El informe radiologico no se adjunta automaticamente a la HCE"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1303,"Se clasifica como Efectividad porque ""Filtro de especialidad medica no devuelve resultados"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1425,"Se clasifica como Efectividad porque ""El campo de diagnostico CIE-10 no permite busqueda por texto"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1690,"Se clasifica como Libertad de Riesgo porque ""Alerta de interaccion medicamentosa no se despliega correctamente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1791,"Se clasifica como Efectividad porque ""El chat de la consulta no permite enviar imagenes"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1897,"Se clasifica como Satisfaccion porque ""Notificaciones push no llegan pese a estar activadas"" evidencia confusion, frustracion o abandono y reduce la disposicion de uso.",Satisfaccion
2644,"Se clasifica como Efectividad porque ""Duplicado de historia clinica al registrar un paciente ya existente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3399,"Se clasifica como Efectividad porque ""Cita agendada no aparece reflejada en el calendario del especialista"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3513,"Se clasifica como Efectividad porque ""El sistema no envia la confirmacion por correo electronico"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1127,"Se clasifica como Efectividad porque ""Perdida de calidad en las imagenes al ser visualizadas desde la app"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1524,"Se clasifica como Efectividad porque ""Perdida de la nota de evolucion tras un cierre inesperado de sesion"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1588,"Se clasifica como Satisfaccion porque ""Notificaciones push no llegan pese a estar activadas"" evidencia confusion, frustracion o abandono y reduce la disposicion de uso.",Satisfaccion
1917,"Se clasifica como Efectividad porque ""El pago del bono de consulta no se refleja tras completarlo"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2060,"Se clasifica como Efectividad porque ""Error al reagendar una cita previamente confirmada"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2610,"Se clasifica como Efectividad porque ""Cancelacion de cita no libera el cupo en el calendario"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2845,"Se clasifica como Cobertura de Contexto porque ""El inicio de sesion con biometria falla de forma intermitente"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
2867,"Se clasifica como Libertad de Riesgo porque ""Nota de credito no se aplica al saldo pendiente del paciente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3298,"Se clasifica como Efectividad porque ""Receta electronica no se genera al finalizar la teleconsulta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2032,"Se clasifica como Efectividad porque ""El portal muestra disponibilidad para un horario ya ocupado"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2616,"Se clasifica como Libertad de Riesgo porque ""Historial de alergias no carga al abrir la ficha del paciente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
2800,"Se clasifica como Cobertura de Contexto porque ""Tiempo de carga de estudios de imagen supera los 25s"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3008,"Se clasifica como Efectividad porque ""Factura electronica no llega al correo registrado del paciente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3449,"Se clasifica como Efectividad porque ""El reporte de ocupacion hospitalaria no se actualiza automaticamente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3711,"Se clasifica como Eficiencia porque ""Notificacion de inicio de teleconsulta llega con retraso de 30s"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
1462,"Se clasifica como Libertad de Riesgo porque ""Receta electronica se genera con la dosis incorrecta tras guardar"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1518,"Se clasifica como Libertad de Riesgo porque ""Reintento de transaccion genera doble cobro en la tarjeta"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1772,"Se clasifica como Efectividad porque ""El medico no puede compartir pantalla con resultados de examenes"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1860,"Se clasifica como Efectividad porque ""Error al reagendar una cita previamente confirmada"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2256,"Se clasifica como Satisfaccion porque ""Notificaciones push no llegan pese a estar activadas"" evidencia confusion, frustracion o abandono y reduce la disposicion de uso.",Satisfaccion
2943,"Se clasifica como Libertad de Riesgo porque ""Nota de credito no se aplica al saldo pendiente del paciente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3474,"Se clasifica como Efectividad porque ""Signos vitales registrados por enfermeria no aparecen en la HCE del medico"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3547,"Se clasifica como Satisfaccion porque ""Notificaciones push no llegan pese a estar activadas"" evidencia confusion, frustracion o abandono y reduce la disposicion de uso.",Satisfaccion
1298,"Se clasifica como Libertad de Riesgo porque ""Receta electronica se genera con la dosis incorrecta tras guardar"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1824,"Se clasifica como Efectividad porque ""El sistema no permite adjuntar el reporte en PDF del laboratorio externo"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1869,"Se clasifica como Eficiencia porque ""El sistema se congela al adjuntar resultados de laboratorio a la HCE"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
1989,"Se clasifica como Efectividad porque ""El campo de diagnostico CIE-10 no permite busqueda por texto"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2102,"Se clasifica como Eficiencia porque ""El sistema se congela al adjuntar resultados de laboratorio a la HCE"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2478,"Se clasifica como Efectividad porque ""Consulta anterior no se muestra en el resumen de antecedentes"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2560,"Se clasifica como Efectividad porque ""Doble reserva de un mismo cupo por dos pacientes distintos"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2661,"Se clasifica como Efectividad porque ""Firma electronica del medico no se valida al cerrar la consulta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3012,"Se clasifica como Libertad de Riesgo porque ""Alerta de interaccion medicamentosa no se despliega correctamente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3123,"Se clasifica como Efectividad porque ""Factura generada con el nombre del paciente incorrecto"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3184,"Se clasifica como Eficiencia porque ""Tiempo de generacion del reporte mensual supera los 25 minutos"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
3297,"Se clasifica como Cobertura de Contexto porque ""El boton de teleconsulta no redirige correctamente a la videollamada"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3325,"Se clasifica como Efectividad porque ""Usuario no logra agendar tras 5 intentos"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3583,"Se clasifica como Efectividad porque ""Receta electronica no se genera al finalizar la teleconsulta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1105,"Se clasifica como Eficiencia porque ""Retraso de 33s en la disponibilidad de resultados criticos"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2033,"Se clasifica como Efectividad porque ""El pago del bono de consulta no se refleja tras completarlo"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2710,"Se clasifica como Efectividad porque ""El medico no puede compartir pantalla con resultados de examenes"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2831,"Se clasifica como Libertad de Riesgo porque ""Receta electronica se genera con la dosis incorrecta tras guardar"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
2841,"Se clasifica como Efectividad porque ""Receta electronica llega incompleta desde el modulo de HCE"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3136,"Se clasifica como Eficiencia porque ""Tiempo de generacion del reporte mensual supera los 35 minutos"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
3224,"Se clasifica como Libertad de Riesgo porque ""Reintento de transaccion genera doble cobro en la tarjeta"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3665,"Se clasifica como Efectividad porque ""Sesion expira antes de finalizar el proceso de agendamiento"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1279,"Se clasifica como Efectividad porque ""Doble reserva de un mismo cupo por dos pacientes distintos"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1308,"Se clasifica como Cobertura de Contexto porque ""Videollamada se corta a los 3 minutos"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
1695,"Se clasifica como Efectividad porque ""El informe radiologico no se adjunta automaticamente a la HCE"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1736,"Se clasifica como Cobertura de Contexto porque ""El inicio de sesion con biometria falla de forma intermitente"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3994,"Se clasifica como Efectividad porque ""Exportacion a Excel del reporte gerencial falla de forma intermitente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
